,상호명,별점,주소,카테고리,이미지,거리
178,맛있는중식 차이리,0.0,서울 양천구 화곡로 98 2층 201호,['중식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250106_44%2F1736131994368OGWzs_JPEG%2F1000013334.jpg,812
179,린 중식당,0.0,서울 강서구 화곡로 216 1층 린중식당,['중식당'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250218_171%2F1739871886224ULMRC_PNG%2F4444.png,353
180,스쿨푸드 딜리버리 화곡역점,4.41,서울 강서구 화곡로 223 거진빌딩 1층,['분식'],,423
181,묵자식당,0.0,서울 강서구 까치산로 16-1 1층 묵자식당,['덮밥'],,148
182,케이크오클락,0.0,서울 강서구 강서로35길 20 1층 102호,['케이크전문'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250520_139%2F17477101078675h6Cg_JPEG%2FIMG_8325.jpeg,309
183,금별맥주 화곡점,0.0,서울 강서구 화곡로 194-52 1층 금별맥주,"['맥주', '호프']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240625_274%2F1719295911884aNdrG_JPEG%2F1.jpg,176
184,큭큭피자 강서점,0.0,서울 강서구 화곡로44길 3 1층 102호,['피자'],https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250402_159%2F1743587908797OIk85_JPEG%2FKakaoTalk_20250402_185756425.jpg,828
185,카페동네 화곡동점,4.84,서울 강서구 월정로32길 35 1층 카페동네 화곡동점,['카페'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210727_250%2F1627357302011tD6KQ_JPEG%2FOZ7j-EnpMneqNf7CfU6Hd7qa.jpeg.jpg,829
186,까치산 냉삶집,0.0,서울 강서구 강서로18길 17 2층,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240618_249%2F1718676767784YUgmj_PNG%2F2_waifu2x_photo_noise3_scale.png,1032
187,돈오야,4.48,서울 강서구 강서로 55,['돼지고기구이'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151126_214%2F1448536760272H4YRM_JPEG%2F167073514054740_0.jpeg,1146
188,명가냉면,4.27,서울 강서구 화곡로 277 1층 명가냉면,['냉면'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200911_124%2F1599819355043CsFyb_JPEG%2F7gn1xoh-XpaY2nmSMcUHXG5n.jpeg.jpg,965
189,일층집의정부부대찌개 화곡점,4.29,서울 강서구 화곡로26가길 32,"['찌개', '전골']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_164%2F1441037522037qbTXQ_JPEG%2F157076567477539_0.jpeg,327
190,황영희보쌈,4.57,서울 강서구 화곡로 305 강서크라운팰리스 1층 107호 황영희보쌈,"['족발', '보쌈']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200201_247%2F15805352874608bMt9_JPEG%2F7ZeB-To-eN8_hBoi8r-rbhfP.jpg,1251
191,여자만,4.38,서울 강서구 가로공원로 199-1,"['장어', '먹장어요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_39%2F144100829361108Pyy_JPEG%2F11627526_0.jpg,593
192,맛남굼터 우장산점,4.4,서울 강서구 강서로45가길 10 경원빌딩,['돼지고기구이'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160203_202%2F1454485139439oiboO_JPEG%2F176153566878497_0.jpg,777
193,구름계란덮밥 본점,0.0,서울 강서구 강서로29길 52 1층 102호 일부,['덮밥'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250429_271%2F1745890794235qvYHO_JPEG%2F1745826716089-1.jpg,426
194,올라솔,0.0,서울 강서구 까치산로2길 55 1층,"['카페', '디저트']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250208_5%2F1738986329909nM15d_JPEG%2FIMG_1624.jpeg,429
195,어촌계장,4.19,서울 양천구 월정로38길 11,['생선회'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_102%2F1548834164747vI3Sp_JPEG%2FPyQRBhk3DZvVDgw0oWDlN7hv.jpeg.jpg,757
196,카페 블리스,0.0,서울 강서구 화곡로 188 1층~2층,"['카페', '디저트']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250403_37%2F1743678238015igISO_JPEG%2F20250328_115327.jpg,96
197,마장동고기집 화곡역점,0.0,서울 강서구 화곡로 133 1층 101호,['소고기구이'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250508_211%2F1746670760622f59mD_JPEG%2F000.jpg,454
198,25센치 꼬치 앤 오뎅바,4.56,서울 강서구 초록마을로2길 54 101호,['요리주점'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210921_59%2F1632234452733RaFmm_JPEG%2FFjWdBp5UF0XjiMKd8QhzrCMK.jpg,187
199,아기자기꼬치집,4.49,서울 강서구 화곡로13길 16 1층 아기자기꼬치집,['양꼬치'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151118_118%2F1447835607404pETlA_JPEG%2F167068576343_0.jpg,700
200,고기에 진심을 담다,0.0,서울 강서구 화곡로 205 1층 고기에 진심을 담다,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230214_284%2F1676333488476jMa35_JPEG%2F%25B0%25A3%25C6%25C7.jpg,242
201,닭한마리&닭발,4.33,"서울 강서구 강서로17길 127 1층 (화곡동, 1동)",['닭요리'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250118_61%2F1737175503309bxuSk_JPEG%2F1000004444.jpg,1164
202,끼니앤차 김밥을 요리하다,4.64,"서울 강서구 화곡로21길 20 화곡역 7번출구로 나와 직진, 오마이치킨 끼고 우회전, 약 70m 내려오면 우측에 위치, 화곡역 7번출구로 나와 직진, 오마이치킨 끼고 우회전",['종합분식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210529_89%2F1622273425446FHLEH_JPEG%2Fqmc3niOWiPQM46njG6HrDO7j.jpg,398
203,왕장군주먹고기 본점,4.53,서울 양천구 월정로 237,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190712_33%2F1562930459740QPMWL_JPEG%2FMKYlgDr6_rz9UNyjvaitYVUM.jpeg.jpg,842
204,피그백 화곡본점,4.43,서울 강서구 화곡로21길 35 1층,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250313_38%2F1741852853916AjtLr_JPEG%2F1000007913.jpg,423
205,시내새분식,0.0,서울 강서구 초록마을로 149 1층,['종합분식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250504_50%2F17463453269482egxO_JPEG%2F1000018143.jpg,876
206,앤티앤스 우장산역점,0.0,서울 강서구 강서로45길 41 1층 앤티앤스우장산역점,['베이커리'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231101_284%2F1698803333677v3Pz4_PNG%2F%25B7%25CE%25B0%25ED_%25BC%25BC%25B7%25CE.PNG,893
207,이디야커피 강서구청점,4.48,서울 강서구 화곡로 292 서광프리메라 104호,['카페'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250522_144%2F1747872056419kUKbV_JPEG%2FSNS%25B1%25E2%25C5%25B8_25_%25BB%25FD%25B0%25FA%25C0%25CF_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE.jpg,1095
208,오복나주곰탕 화곡점,0.0,서울 강서구 까치산로 16 1층 101호,['한식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240423_147%2F17138506147044pRX6_JPEG%2F%25BC%25F6%25C0%25B0%25C0%25FC%25B0%25F1_%2528279%2529.jpg,152
209,황금부엉이본점,4.59,서울 강서구 곰달래로25길 75 1층 황금부엉이,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240113_138%2F1705120534360MYkHr_JPEG%2F1000001219.jpg,1095
210,명동김밥,4.51,서울 강서구 강서로12길 5-6 1층,['종합분식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200815_143%2F1597482381421Wzktp_JPEG%2FRaTITwAjTnE8CXLjSqQBu3hA.jpg,1284
211,본죽&비빔밥cafe 우장산역점,4.37,서울 강서구 강서로 247 1006-2호 1층,['죽'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250426_285%2F1745660594334r9e17_PNG%2Fdo-messenger_screenshot.png,766
212,명륜진사갈비 신월점,4.26,서울 양천구 월정로 193,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_81%2F1677138817876MyEAM_JPEG%2FKakaoTalk_20230223_164706526_04.jpg,931
213,이스탄불 숯불바베큐,4.33,서울 강서구 강서로18길 10,"['치킨', '닭강정']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191113_184%2F1573639625213y0JNf_JPEG%2FGcHiGzs6MX13C-nnkHsd7mWA.jpg,1063
214,차영자 천년묵은지닭볶음탕 본점,4.47,서울 강서구 화곡로21길 17,['닭볶음탕'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190506_98%2F155712711297702zg7_JPEG%2Fkp2wwNYtJD7LgJc--u09XWlZ.jpg,422
215,육쌈냉면화곡점,4.39,서울 강서구 강서로 171 2층,['냉면'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190701_298%2F1561982170602Wl8Rb_JPEG%2FRndeoR75zSqs3jBvbPqBOMy3.jpg,142
216,라화쿵부 까치산점,4.85,서울 강서구 강서로16길 14 1층,['마라탕'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250111_166%2F1736575756363FiJKV_JPEG%2FIMG_4366.jpeg,1182
217,황금부엉이 2호점,0.0,서울 강서구 강서로18길 41,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230728_16%2F1690533642341QEMI4_JPEG%2F1690533621953.jpg,1051
218,메가MGC커피 우장산역점,4.44,서울 강서구 강서로45길 6 1층 메가커피,['카페'],,805
219,깡우동 화곡역점,0.0,서울 강서구 화곡로 121 1층,['포장마차'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250520_252%2F1747735439945nxb7n_JPEG%2F%25B1%25F8%25BF%25EC%25B5%25BF_%25C0%25FC%25B8%25E9_%25BB%25E7%25C1%25F8.jpg,557
220,이동곱갈비,0.0,서울 강서구 강서로33가길 68 1층 이동 곱갈비,"['육류', '고기요리']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250317_298%2F1742183039755dTWLm_JPEG%2FKakaoTalk_20250317_122610774.jpg,448
221,이정부대찌개,4.34,서울 강서구 까치산로 101,"['찌개', '전골']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190711_128%2F15628513054881Vv3X_JPEG%2F0xdjwkz3dsuD7qGTxDvj2sMn.jpg,864
222,제주은희네해장국 강서화곡점,0.0,"서울 강서구 공항대로46길 97 101, 102호",['해장국'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230102_291%2F1672626557841zsDWy_JPEG%2FKakaoTalk_20221228_101858434_02.jpg,1357
223,장가네 춘천닭갈비,0.0,서울 강서구 강서로 161-10,['한식'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211007_106%2F1633581558344bvYzK_JPEG%2F10Erbxhnu8unRUYpih6xlcMm.jpg,172
224,브라이트,4.68,서울 강서구 강서로17길 42 Bright bake house,"['카페', '디저트']",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250426_114%2F1745658123223JfsnS_JPEG%2F06BA6E67-5256-4DD5-8F93-91CFB5244A07.jpeg,1076
